[kaggle_environments.envs.open_spiel_env.open_spiel_env] INFO: Successfully loaded OpenSpiel environments: 41.
[kaggle_environments.envs.open_spiel_env.open_spiel_env] INFO: OpenSpiel games skipped: 0.
Loading 42 agents: avikdas567_heuristic, biohack44_day2, daniilkrasnovvv_conservative_prob, jek1wantaufik_lucario, kiyotah_abomasnow, kiyotah_dragapult, kiyotah_iono, kojimar_lucario, makimakiai_rl, makthanithin_1084_baseline, makthanithin_improved_prob, mechi22_alakazam, pixiux_lucario_v63, plamen06_steel, pllinas_alakazam, prvsiyan_control_v11, prvsiyan_grimbelief_alakazam, romanrozen_strong_start, ryotasueyoshi_alakazam, tb_abomasnow, tb_alakazam, tb_archaludon, tb_dragapult, tb_heuristic, tb_iono, tb_lucario, tb_rulecore, tb_search, tb_starmie, wmh_alakazam, wmh_bellibolt, wmh_chandelure, wmh_froslass, wmh_garchomp, wmh_grimmsnarl, wmh_kangaskhan, wmh_megastarmie, wmh_mewtwo, wmh_ogerpon, wmh_trevenant, wmh_typhlosion, random_legal
[1/903] avikdas567_heuristic vs avikdas567_heuristic: avikdas567_heuristic 1-1  (2 games, 0.4s, 0.18s/game)
[664/903] tb_alakazam vs wmh_garchomp: tb_alakazam 2-4  (6 games, 2.0s, 0.33s/game)
[665/903] tb_alakazam vs wmh_grimmsnarl: tb_alakazam 5-1  (6 games, 1.7s, 0.28s/game)
[666/903] tb_alakazam vs wmh_kangaskhan: tb_alakazam 5-1  (6 games, 1.7s, 0.28s/game)
[667/903] tb_alakazam vs wmh_megastarmie: tb_alakazam 4-2  (6 games, 1.4s, 0.24s/game)
[668/903] tb_alakazam vs wmh_mewtwo: tb_alakazam 1-5  (6 games, 1.9s, 0.32s/game)
[669/903] tb_alakazam vs wmh_ogerpon: tb_alakazam 6-0  (6 games, 1.5s, 0.25s/game)
[670/903] tb_alakazam vs wmh_trevenant: tb_alakazam 2-4  (6 games, 1.5s, 0.25s/game)
[671/903] tb_alakazam vs wmh_typhlosion: tb_alakazam 5-1  (6 games, 1.8s, 0.30s/game)
[672/903] tb_alakazam vs random_legal: tb_alakazam 6-0  (6 games, 0.8s, 0.14s/game)
[673/903] tb_archaludon vs tb_archaludon: tb_archaludon 1-1  (2 games, 0.4s, 0.19s/game)
[674/903] tb_archaludon vs tb_dragapult: tb_archaludon 3-3  (6 games, 1.5s, 0.25s/game)
[675/903] tb_archaludon vs tb_heuristic: tb_archaludon 5-1  (6 games, 1.2s, 0.20s/game)
[676/903] tb_archaludon vs tb_iono: tb_archaludon 2-4  (6 games, 3.1s, 0.51s/game)
[677/903] tb_archaludon vs tb_lucario: tb_archaludon 4-2  (6 games, 1.7s, 0.28s/game)
[678/903] tb_archaludon vs tb_rulecore: tb_archaludon 4-2  (6 games, 1.7s, 0.28s/game)
[679/903] tb_archaludon vs tb_search: tb_archaludon 6-0  (6 games, 2.1s, 0.35s/game)
[680/903] tb_archaludon vs tb_starmie: tb_archaludon 6-0  (6 games, 1.0s, 0.17s/game)
[681/903] tb_archaludon vs wmh_alakazam: tb_archaludon 2-4  (6 games, 1.2s, 0.20s/game)
[682/903] tb_archaludon vs wmh_bellibolt: tb_archaludon 6-0  (6 games, 1.6s, 0.27s/game)
[683/903] tb_archaludon vs wmh_chandelure: tb_archaludon 3-3  (6 games, 1.8s, 0.30s/game)
[684/903] tb_archaludon vs wmh_froslass: tb_archaludon 6-0  (6 games, 1.3s, 0.21s/game)
[685/903] tb_archaludon vs wmh_garchomp: tb_archaludon 3-3  (6 games, 1.4s, 0.23s/game)
[686/903] tb_archaludon vs wmh_grimmsnarl: tb_archaludon 6-0  (6 games, 1.6s, 0.27s/game)
[687/903] tb_archaludon vs wmh_kangaskhan: tb_archaludon 6-0  (6 games, 1.4s, 0.24s/game)
[688/903] tb_archaludon vs wmh_megastarmie: tb_archaludon 5-1  (6 games, 1.2s, 0.20s/game)
[689/903] tb_archaludon vs wmh_mewtwo: tb_archaludon 5-1  (6 games, 1.5s, 0.25s/game)
[690/903] tb_archaludon vs wmh_ogerpon: tb_archaludon 6-0  (6 games, 1.9s, 0.32s/game)
[691/903] tb_archaludon vs wmh_trevenant: tb_archaludon 5-1  (6 games, 1.7s, 0.28s/game)
[692/903] tb_archaludon vs wmh_typhlosion: tb_archaludon 6-0  (6 games, 2.3s, 0.39s/game)
[693/903] tb_archaludon vs random_legal: tb_archaludon 6-0  (6 games, 0.9s, 0.15s/game)
[694/903] tb_dragapult vs tb_dragapult: tb_dragapult 0-2  (2 games, 0.7s, 0.36s/game)
[695/903] tb_dragapult vs tb_heuristic: tb_dragapult 6-0  (6 games, 1.9s, 0.31s/game)
[696/903] tb_dragapult vs tb_iono: tb_dragapult 6-0  (6 games, 3.5s, 0.59s/game)
[697/903] tb_dragapult vs tb_lucario: tb_dragapult 3-3  (6 games, 2.4s, 0.40s/game)
[698/903] tb_dragapult vs tb_rulecore: tb_dragapult 6-0  (6 games, 2.3s, 0.38s/game)
[699/903] tb_dragapult vs tb_search: tb_dragapult 3-3  (6 games, 2.0s, 0.33s/game)
[700/903] tb_dragapult vs tb_starmie: tb_dragapult 6-0  (6 games, 1.3s, 0.21s/game)
[701/903] tb_dragapult vs wmh_alakazam: tb_dragapult 3-3  (6 games, 1.5s, 0.26s/game)
[702/903] tb_dragapult vs wmh_bellibolt: tb_dragapult 6-0  (6 games, 2.1s, 0.36s/game)
[703/903] tb_dragapult vs wmh_chandelure: tb_dragapult 5-1  (6 games, 1.5s, 0.25s/game)
[704/903] tb_dragapult vs wmh_froslass: tb_dragapult 5-1  (6 games, 1.3s, 0.22s/game)
[705/903] tb_dragapult vs wmh_garchomp: tb_dragapult 3-3  (6 games, 2.0s, 0.34s/game)
[706/903] tb_dragapult vs wmh_grimmsnarl: tb_dragapult 5-1  (6 games, 2.5s, 0.42s/game)
[707/903] tb_dragapult vs wmh_kangaskhan: tb_dragapult 6-0  (6 games, 1.6s, 0.26s/game)
[708/903] tb_dragapult vs wmh_megastarmie: tb_dragapult 2-4  (6 games, 1.1s, 0.18s/game)
[709/903] tb_dragapult vs wmh_mewtwo: tb_dragapult 6-0  (6 games, 3.1s, 0.52s/game)
[710/903] tb_dragapult vs wmh_ogerpon: tb_dragapult 6-0  (6 games, 2.4s, 0.40s/game)
[711/903] tb_dragapult vs wmh_trevenant: tb_dragapult 6-0  (6 games, 3.0s, 0.50s/game)
[712/903] tb_dragapult vs wmh_typhlosion: tb_dragapult 6-0  (6 games, 1.4s, 0.24s/game)
[713/903] tb_dragapult vs random_legal: tb_dragapult 6-0  (6 games, 1.0s, 0.17s/game)
[714/903] tb_heuristic vs tb_heuristic: tb_heuristic 1-1  (2 games, 1.0s, 0.51s/game)
[715/903] tb_heuristic vs tb_iono: tb_heuristic 0-6  (6 games, 3.1s, 0.52s/game)
[716/903] tb_heuristic vs tb_lucario: tb_heuristic 1-5  (6 games, 1.6s, 0.27s/game)
[717/903] tb_heuristic vs tb_rulecore: tb_heuristic 0-6  (6 games, 1.8s, 0.29s/game)
[718/903] tb_heuristic vs tb_search: tb_heuristic 3-3  (6 games, 1.7s, 0.28s/game)
[719/903] tb_heuristic vs tb_starmie: tb_heuristic 6-0  (6 games, 2.1s, 0.35s/game)
[720/903] tb_heuristic vs wmh_alakazam: tb_heuristic 0-6  (6 games, 2.5s, 0.42s/game)
[721/903] tb_heuristic vs wmh_bellibolt: tb_heuristic 0-6  (6 games, 2.2s, 0.37s/game)
[722/903] tb_heuristic vs wmh_chandelure: tb_heuristic 2-4  (6 games, 2.0s, 0.34s/game)
[723/903] tb_heuristic vs wmh_froslass: tb_heuristic 0-6  (6 games, 1.1s, 0.19s/game)
[724/903] tb_heuristic vs wmh_garchomp: tb_heuristic 0-6  (6 games, 1.6s, 0.27s/game)
[725/903] tb_heuristic vs wmh_grimmsnarl: tb_heuristic 2-4  (6 games, 2.2s, 0.37s/game)
[726/903] tb_heuristic vs wmh_kangaskhan: tb_heuristic 3-3  (6 games, 1.5s, 0.25s/game)
[727/903] tb_heuristic vs wmh_megastarmie: tb_heuristic 0-6  (6 games, 1.3s, 0.21s/game)
[728/903] tb_heuristic vs wmh_mewtwo: tb_heuristic 2-4  (6 games, 1.9s, 0.32s/game)
[729/903] tb_heuristic vs wmh_ogerpon: tb_heuristic 5-1  (6 games, 2.6s, 0.43s/game)
[730/903] tb_heuristic vs wmh_trevenant: tb_heuristic 2-4  (6 games, 1.7s, 0.29s/game)
[731/903] tb_heuristic vs wmh_typhlosion: tb_heuristic 1-5  (6 games, 1.7s, 0.28s/game)
[732/903] tb_heuristic vs random_legal: tb_heuristic 3-3  (6 games, 1.7s, 0.28s/game)
[733/903] tb_iono vs tb_iono: tb_iono 2-0  (2 games, 1.0s, 0.52s/game)
[734/903] tb_iono vs tb_lucario: tb_iono 4-2  (6 games, 3.0s, 0.50s/game)
[735/903] tb_iono vs tb_rulecore: tb_iono 2-4  (6 games, 2.3s, 0.38s/game)
[736/903] tb_iono vs tb_search: tb_iono 5-1  (6 games, 2.7s, 0.45s/game)
[737/903] tb_iono vs tb_starmie: tb_iono 6-0  (6 games, 1.2s, 0.20s/game)
[738/903] tb_iono vs wmh_alakazam: tb_iono 1-5  (6 games, 3.2s, 0.53s/game)
[739/903] tb_iono vs wmh_bellibolt: tb_iono 6-0  (6 games, 2.3s, 0.39s/game)
[740/903] tb_iono vs wmh_chandelure: tb_iono 6-0  (6 games, 2.0s, 0.34s/game)
[741/903] tb_iono vs wmh_froslass: tb_iono 6-0  (6 games, 1.9s, 0.32s/game)
[742/903] tb_iono vs wmh_garchomp: tb_iono 2-4  (6 games, 4.8s, 0.79s/game)
[743/903] tb_iono vs wmh_grimmsnarl: tb_iono 6-0  (6 games, 3.7s, 0.62s/game)
[744/903] tb_iono vs wmh_kangaskhan: tb_iono 6-0  (6 games, 3.1s, 0.51s/game)
[745/903] tb_iono vs wmh_megastarmie: tb_iono 6-0  (6 games, 1.6s, 0.27s/game)
[746/903] tb_iono vs wmh_mewtwo: tb_iono 6-0  (6 games, 2.7s, 0.46s/game)
[747/903] tb_iono vs wmh_ogerpon: tb_iono 6-0  (6 games, 3.2s, 0.53s/game)
[748/903] tb_iono vs wmh_trevenant: tb_iono 6-0  (6 games, 3.6s, 0.59s/game)
[749/903] tb_iono vs wmh_typhlosion: tb_iono 3-3  (6 games, 3.9s, 0.66s/game)
[750/903] tb_iono vs random_legal: tb_iono 6-0  (6 games, 1.5s, 0.24s/game)
[751/903] tb_lucario vs tb_lucario: tb_lucario 0-2  (2 games, 0.5s, 0.25s/game)
[752/903] tb_lucario vs tb_rulecore: tb_lucario 4-2  (6 games, 1.4s, 0.24s/game)
[753/903] tb_lucario vs tb_search: tb_lucario 3-3  (6 games, 1.6s, 0.27s/game)
[754/903] tb_lucario vs tb_starmie: tb_lucario 6-0  (6 games, 0.9s, 0.15s/game)
[755/903] tb_lucario vs wmh_alakazam: tb_lucario 1-5  (6 games, 1.8s, 0.31s/game)
[756/903] tb_lucario vs wmh_bellibolt: tb_lucario 6-0  (6 games, 2.0s, 0.34s/game)
[757/903] tb_lucario vs wmh_chandelure: tb_lucario 4-2  (6 games, 1.7s, 0.29s/game)
[758/903] tb_lucario vs wmh_froslass: tb_lucario 1-5  (6 games, 1.0s, 0.17s/game)
[759/903] tb_lucario vs wmh_garchomp: tb_lucario 1-5  (6 games, 1.8s, 0.30s/game)
[760/903] tb_lucario vs wmh_grimmsnarl: tb_lucario 5-1  (6 games, 2.1s, 0.34s/game)
[761/903] tb_lucario vs wmh_kangaskhan: tb_lucario 5-1  (6 games, 1.2s, 0.19s/game)
[762/903] tb_lucario vs wmh_megastarmie: tb_lucario 3-3  (6 games, 0.8s, 0.13s/game)
[763/903] tb_lucario vs wmh_mewtwo: tb_lucario 2-4  (6 games, 1.7s, 0.28s/game)
[764/903] tb_lucario vs wmh_ogerpon: tb_lucario 5-1  (6 games, 1.9s, 0.32s/game)
[765/903] tb_lucario vs wmh_trevenant: tb_lucario 1-5  (6 games, 1.4s, 0.24s/game)
[766/903] tb_lucario vs wmh_typhlosion: tb_lucario 1-5  (6 games, 1.6s, 0.27s/game)
[767/903] tb_lucario vs random_legal: tb_lucario 6-0  (6 games, 1.4s, 0.23s/game)
[768/903] tb_rulecore vs tb_rulecore: tb_rulecore 1-1  (2 games, 0.7s, 0.35s/game)
[769/903] tb_rulecore vs tb_search: tb_rulecore 5-1  (6 games, 2.8s, 0.46s/game)
[770/903] tb_rulecore vs tb_starmie: tb_rulecore 6-0  (6 games, 1.7s, 0.28s/game)
[771/903] tb_rulecore vs wmh_alakazam: tb_rulecore 0-6  (6 games, 2.1s, 0.35s/game)
[772/903] tb_rulecore vs wmh_bellibolt: tb_rulecore 6-0  (6 games, 1.4s, 0.24s/game)
[773/903] tb_rulecore vs wmh_chandelure: tb_rulecore 6-0  (6 games, 1.1s, 0.19s/game)
[774/903] tb_rulecore vs wmh_froslass: tb_rulecore 1-5  (6 games, 1.3s, 0.22s/game)
[775/903] tb_rulecore vs wmh_garchomp: tb_rulecore 0-6  (6 games, 1.9s, 0.32s/game)
[776/903] tb_rulecore vs wmh_grimmsnarl: tb_rulecore 5-1  (6 games, 1.6s, 0.26s/game)
[777/903] tb_rulecore vs wmh_kangaskhan: tb_rulecore 5-1  (6 games, 1.8s, 0.30s/game)
[778/903] tb_rulecore vs wmh_megastarmie: tb_rulecore 2-4  (6 games, 1.1s, 0.18s/game)
[779/903] tb_rulecore vs wmh_mewtwo: tb_rulecore 4-2  (6 games, 1.7s, 0.29s/game)
[780/903] tb_rulecore vs wmh_ogerpon: tb_rulecore 6-0  (6 games, 1.6s, 0.27s/game)
[781/903] tb_rulecore vs wmh_trevenant: tb_rulecore 0-6  (6 games, 1.9s, 0.32s/game)
[782/903] tb_rulecore vs wmh_typhlosion: tb_rulecore 2-4  (6 games, 2.0s, 0.33s/game)
[783/903] tb_rulecore vs random_legal: tb_rulecore 6-0  (6 games, 0.9s, 0.15s/game)
[784/903] tb_search vs tb_search: tb_search 0-2  (2 games, 0.6s, 0.32s/game)
[785/903] tb_search vs tb_starmie: tb_search 5-1  (6 games, 1.2s, 0.20s/game)
[786/903] tb_search vs wmh_alakazam: tb_search 1-5  (6 games, 1.3s, 0.21s/game)
[787/903] tb_search vs wmh_bellibolt: tb_search 5-1  (6 games, 2.3s, 0.39s/game)
[788/903] tb_search vs wmh_chandelure: tb_search 6-0  (6 games, 1.2s, 0.20s/game)
[789/903] tb_search vs wmh_froslass: tb_search 3-3  (6 games, 1.4s, 0.23s/game)
[790/903] tb_search vs wmh_garchomp: tb_search 1-5  (6 games, 1.5s, 0.25s/game)
[791/903] tb_search vs wmh_grimmsnarl: tb_search 3-3  (6 games, 2.1s, 0.35s/game)
[792/903] tb_search vs wmh_kangaskhan: tb_search 6-0  (6 games, 1.4s, 0.24s/game)
[793/903] tb_search vs wmh_megastarmie: tb_search 1-5  (6 games, 1.3s, 0.21s/game)
[794/903] tb_search vs wmh_mewtwo: tb_search 3-3  (6 games, 1.9s, 0.31s/game)
[795/903] tb_search vs wmh_ogerpon: tb_search 5-1  (6 games, 1.9s, 0.32s/game)
[796/903] tb_search vs wmh_trevenant: tb_search 0-6  (6 games, 2.3s, 0.38s/game)
[797/903] tb_search vs wmh_typhlosion: tb_search 3-3  (6 games, 2.4s, 0.39s/game)
[798/903] tb_search vs random_legal: tb_search 5-1  (6 games, 1.1s, 0.18s/game)
[799/903] tb_starmie vs tb_starmie: tb_starmie 1-1  (2 games, 0.8s, 0.41s/game)
[800/903] tb_starmie vs wmh_alakazam: tb_starmie 2-4  (6 games, 1.1s, 0.18s/game)
[801/903] tb_starmie vs wmh_bellibolt: tb_starmie 0-6  (6 games, 1.2s, 0.21s/game)
[802/903] tb_starmie vs wmh_chandelure: tb_starmie 0-6  (6 games, 2.5s, 0.41s/game)
[803/903] tb_starmie vs wmh_froslass: tb_starmie 0-6  (6 games, 0.9s, 0.15s/game)
[804/903] tb_starmie vs wmh_garchomp: tb_starmie 0-6  (6 games, 1.8s, 0.30s/game)
[805/903] tb_starmie vs wmh_grimmsnarl: tb_starmie 1-5  (6 games, 2.0s, 0.34s/game)
[806/903] tb_starmie vs wmh_kangaskhan: tb_starmie 4-2  (6 games, 1.9s, 0.31s/game)
[807/903] tb_starmie vs wmh_megastarmie: tb_starmie 0-6  (6 games, 0.7s, 0.11s/game)
[808/903] tb_starmie vs wmh_mewtwo: tb_starmie 3-3  (6 games, 1.4s, 0.24s/game)
[809/903] tb_starmie vs wmh_ogerpon: tb_starmie 2-4  (6 games, 2.1s, 0.35s/game)
[810/903] tb_starmie vs wmh_trevenant: tb_starmie 1-5  (6 games, 1.3s, 0.21s/game)
[811/903] tb_starmie vs wmh_typhlosion: tb_starmie 1-5  (6 games, 1.9s, 0.31s/game)
[812/903] tb_starmie vs random_legal: tb_starmie 5-1  (6 games, 2.2s, 0.36s/game)
[813/903] wmh_alakazam vs wmh_alakazam: wmh_alakazam 1-1  (2 games, 0.4s, 0.20s/game)
[814/903] wmh_alakazam vs wmh_bellibolt: wmh_alakazam 5-1  (6 games, 1.4s, 0.24s/game)
[815/903] wmh_alakazam vs wmh_chandelure: wmh_alakazam 6-0  (6 games, 1.2s, 0.19s/game)
[816/903] wmh_alakazam vs wmh_froslass: wmh_alakazam 3-3  (6 games, 0.9s, 0.14s/game)
[817/903] wmh_alakazam vs wmh_garchomp: wmh_alakazam 3-3  (6 games, 1.4s, 0.23s/game)
[818/903] wmh_alakazam vs wmh_grimmsnarl: wmh_alakazam 4-2  (6 games, 1.6s, 0.27s/game)
[819/903] wmh_alakazam vs wmh_kangaskhan: wmh_alakazam 6-0  (6 games, 1.2s, 0.20s/game)
[820/903] wmh_alakazam vs wmh_megastarmie: wmh_alakazam 2-4  (6 games, 0.9s, 0.15s/game)
[821/903] wmh_alakazam vs wmh_mewtwo: wmh_alakazam 5-1  (6 games, 2.1s, 0.35s/game)
[822/903] wmh_alakazam vs wmh_ogerpon: wmh_alakazam 4-2  (6 games, 1.3s, 0.21s/game)
[823/903] wmh_alakazam vs wmh_trevenant: wmh_alakazam 5-1  (6 games, 2.2s, 0.37s/game)
[824/903] wmh_alakazam vs wmh_typhlosion: wmh_alakazam 5-1  (6 games, 1.8s, 0.29s/game)
[825/903] wmh_alakazam vs random_legal: wmh_alakazam 6-0  (6 games, 0.8s, 0.13s/game)
[826/903] wmh_bellibolt vs wmh_bellibolt: wmh_bellibolt 1-1  (2 games, 0.2s, 0.11s/game)
[827/903] wmh_bellibolt vs wmh_chandelure: wmh_bellibolt 4-2  (6 games, 1.9s, 0.31s/game)
[828/903] wmh_bellibolt vs wmh_froslass: wmh_bellibolt 2-4  (6 games, 0.7s, 0.12s/game)
[829/903] wmh_bellibolt vs wmh_garchomp: wmh_bellibolt 0-6  (6 games, 1.6s, 0.27s/game)
[830/903] wmh_bellibolt vs wmh_grimmsnarl: wmh_bellibolt 0-6  (6 games, 1.9s, 0.32s/game)
[831/903] wmh_bellibolt vs wmh_kangaskhan: wmh_bellibolt 6-0  (6 games, 1.6s, 0.27s/game)
[832/903] wmh_bellibolt vs wmh_megastarmie: wmh_bellibolt 3-3  (6 games, 0.7s, 0.12s/game)
[833/903] wmh_bellibolt vs wmh_mewtwo: wmh_bellibolt 3-3  (6 games, 1.6s, 0.26s/game)
[834/903] wmh_bellibolt vs wmh_ogerpon: wmh_bellibolt 4-2  (6 games, 2.6s, 0.44s/game)
[835/903] wmh_bellibolt vs wmh_trevenant: wmh_bellibolt 0-6  (6 games, 1.5s, 0.24s/game)
[836/903] wmh_bellibolt vs wmh_typhlosion: wmh_bellibolt 2-4  (6 games, 1.4s, 0.23s/game)
[837/903] wmh_bellibolt vs random_legal: wmh_bellibolt 6-0  (6 games, 0.9s, 0.15s/game)
[838/903] wmh_chandelure vs wmh_chandelure: wmh_chandelure 1-1  (2 games, 0.6s, 0.32s/game)
[839/903] wmh_chandelure vs wmh_froslass: wmh_chandelure 0-6  (6 games, 0.7s, 0.12s/game)
[840/903] wmh_chandelure vs wmh_garchomp: wmh_chandelure 4-2  (6 games, 1.9s, 0.31s/game)
[841/903] wmh_chandelure vs wmh_grimmsnarl: wmh_chandelure 1-5  (6 games, 1.6s, 0.26s/game)
[842/903] wmh_chandelure vs wmh_kangaskhan: wmh_chandelure 2-4  (6 games, 1.5s, 0.25s/game)
[843/903] wmh_chandelure vs wmh_megastarmie: wmh_chandelure 0-6  (6 games, 1.4s, 0.24s/game)
[844/903] wmh_chandelure vs wmh_mewtwo: wmh_chandelure 5-1  (6 games, 1.6s, 0.27s/game)
[845/903] wmh_chandelure vs wmh_ogerpon: wmh_chandelure 4-2  (6 games, 3.0s, 0.51s/game)
[846/903] wmh_chandelure vs wmh_trevenant: wmh_chandelure 3-3  (6 games, 2.0s, 0.33s/game)
[847/903] wmh_chandelure vs wmh_typhlosion: wmh_chandelure 1-5  (6 games, 1.9s, 0.31s/game)
[848/903] wmh_chandelure vs random_legal: wmh_chandelure 6-0  (6 games, 2.6s, 0.43s/game)
[849/903] wmh_froslass vs wmh_froslass: wmh_froslass 0-2  (2 games, 0.1s, 0.06s/game)
[850/903] wmh_froslass vs wmh_garchomp: wmh_froslass 3-3  (6 games, 1.3s, 0.21s/game)
[851/903] wmh_froslass vs wmh_grimmsnarl: wmh_froslass 5-1  (6 games, 1.9s, 0.31s/game)
[852/903] wmh_froslass vs wmh_kangaskhan: wmh_froslass 5-1  (6 games, 1.6s, 0.27s/game)
[853/903] wmh_froslass vs wmh_megastarmie: wmh_froslass 3-3  (6 games, 0.5s, 0.09s/game)
[854/903] wmh_froslass vs wmh_mewtwo: wmh_froslass 6-0  (6 games, 1.4s, 0.23s/game)
[855/903] wmh_froslass vs wmh_ogerpon: wmh_froslass 6-0  (6 games, 1.9s, 0.32s/game)
[856/903] wmh_froslass vs wmh_trevenant: wmh_froslass 2-4  (6 games, 0.9s, 0.16s/game)
[857/903] wmh_froslass vs wmh_typhlosion: wmh_froslass 6-0  (6 games, 1.1s, 0.18s/game)
[858/903] wmh_froslass vs random_legal: wmh_froslass 6-0  (6 games, 0.5s, 0.09s/game)
[859/903] wmh_garchomp vs wmh_garchomp: wmh_garchomp 2-0  (2 games, 0.6s, 0.29s/game)
[860/903] wmh_garchomp vs wmh_grimmsnarl: wmh_garchomp 6-0  (6 games, 2.1s, 0.35s/game)
[861/903] wmh_garchomp vs wmh_kangaskhan: wmh_garchomp 6-0  (6 games, 1.4s, 0.24s/game)
[862/903] wmh_garchomp vs wmh_megastarmie: wmh_garchomp 4-2  (6 games, 1.2s, 0.20s/game)
[863/903] wmh_garchomp vs wmh_mewtwo: wmh_garchomp 5-1  (6 games, 2.4s, 0.40s/game)
[864/903] wmh_garchomp vs wmh_ogerpon: wmh_garchomp 6-0  (6 games, 2.5s, 0.42s/game)
[865/903] wmh_garchomp vs wmh_trevenant: wmh_garchomp 3-3  (6 games, 2.1s, 0.34s/game)
[866/903] wmh_garchomp vs wmh_typhlosion: wmh_garchomp 6-0  (6 games, 2.1s, 0.34s/game)
[867/903] wmh_garchomp vs random_legal: wmh_garchomp 6-0  (6 games, 1.0s, 0.16s/game)
[868/903] wmh_grimmsnarl vs wmh_grimmsnarl: wmh_grimmsnarl 2-0  (2 games, 0.5s, 0.25s/game)
[869/903] wmh_grimmsnarl vs wmh_kangaskhan: wmh_grimmsnarl 3-3  (6 games, 2.2s, 0.37s/game)
[870/903] wmh_grimmsnarl vs wmh_megastarmie: wmh_grimmsnarl 1-5  (6 games, 1.1s, 0.18s/game)
[871/903] wmh_grimmsnarl vs wmh_mewtwo: wmh_grimmsnarl 2-4  (6 games, 2.0s, 0.33s/game)
[872/903] wmh_grimmsnarl vs wmh_ogerpon: wmh_grimmsnarl 5-1  (6 games, 2.4s, 0.40s/game)
[873/903] wmh_grimmsnarl vs wmh_trevenant: wmh_grimmsnarl 2-4  (6 games, 1.2s, 0.20s/game)
[874/903] wmh_grimmsnarl vs wmh_typhlosion: wmh_grimmsnarl 3-3  (6 games, 2.5s, 0.42s/game)
[875/903] wmh_grimmsnarl vs random_legal: wmh_grimmsnarl 6-0  (6 games, 1.0s, 0.17s/game)
[876/903] wmh_kangaskhan vs wmh_kangaskhan: wmh_kangaskhan 1-1  (2 games, 1.0s, 0.49s/game)
[877/903] wmh_kangaskhan vs wmh_megastarmie: wmh_kangaskhan 1-5  (6 games, 1.3s, 0.22s/game)
[878/903] wmh_kangaskhan vs wmh_mewtwo: wmh_kangaskhan 1-5  (6 games, 1.9s, 0.32s/game)
[879/903] wmh_kangaskhan vs wmh_ogerpon: wmh_kangaskhan 2-4  (6 games, 2.9s, 0.48s/game)
[880/903] wmh_kangaskhan vs wmh_trevenant: wmh_kangaskhan 0-6  (6 games, 1.8s, 0.31s/game)
[881/903] wmh_kangaskhan vs wmh_typhlosion: wmh_kangaskhan 1-5  (6 games, 1.7s, 0.28s/game)
[882/903] wmh_kangaskhan vs random_legal: wmh_kangaskhan 2-4  (6 games, 1.6s, 0.26s/game)
[883/903] wmh_megastarmie vs wmh_megastarmie: wmh_megastarmie 0-2  (2 games, 0.3s, 0.14s/game)
[884/903] wmh_megastarmie vs wmh_mewtwo: wmh_megastarmie 6-0  (6 games, 0.9s, 0.14s/game)
[885/903] wmh_megastarmie vs wmh_ogerpon: wmh_megastarmie 6-0  (6 games, 1.4s, 0.23s/game)
[886/903] wmh_megastarmie vs wmh_trevenant: wmh_megastarmie 4-2  (6 games, 0.9s, 0.15s/game)
[887/903] wmh_megastarmie vs wmh_typhlosion: wmh_megastarmie 6-0  (6 games, 1.1s, 0.18s/game)
[888/903] wmh_megastarmie vs random_legal: wmh_megastarmie 6-0  (6 games, 0.4s, 0.06s/game)
[889/903] wmh_mewtwo vs wmh_mewtwo: wmh_mewtwo 1-1  (2 games, 0.8s, 0.42s/game)
[890/903] wmh_mewtwo vs wmh_ogerpon: wmh_mewtwo 5-1  (6 games, 1.7s, 0.29s/game)
[891/903] wmh_mewtwo vs wmh_trevenant: wmh_mewtwo 4-2  (6 games, 2.0s, 0.33s/game)
[892/903] wmh_mewtwo vs wmh_typhlosion: wmh_mewtwo 4-2  (6 games, 2.1s, 0.35s/game)
[893/903] wmh_mewtwo vs random_legal: wmh_mewtwo 4-2  (6 games, 1.3s, 0.22s/game)
[894/903] wmh_ogerpon vs wmh_ogerpon: wmh_ogerpon 1-1  (2 games, 0.9s, 0.43s/game)
[895/903] wmh_ogerpon vs wmh_trevenant: wmh_ogerpon 0-6  (6 games, 2.2s, 0.37s/game)
[896/903] wmh_ogerpon vs wmh_typhlosion: wmh_ogerpon 1-5  (6 games, 2.0s, 0.34s/game)
[897/903] wmh_ogerpon vs random_legal: wmh_ogerpon 3-3  (6 games, 2.1s, 0.35s/game)
[898/903] wmh_trevenant vs wmh_trevenant: wmh_trevenant 1-1  (2 games, 0.7s, 0.34s/game)
[899/903] wmh_trevenant vs wmh_typhlosion: wmh_trevenant 4-2  (6 games, 2.2s, 0.37s/game)
[900/903] wmh_trevenant vs random_legal: wmh_trevenant 5-1  (6 games, 0.9s, 0.16s/game)
[901/903] wmh_typhlosion vs wmh_typhlosion: wmh_typhlosion 0-2  (2 games, 0.6s, 0.31s/game)
[902/903] wmh_typhlosion vs random_legal: wmh_typhlosion 5-1  (6 games, 1.2s, 0.20s/game)
[903/903] random_legal vs random_legal: random_legal 2-0  (2 games, 0.6s, 0.28s/game)

=== Head-to-head win matrix (rows beat cols; cell = row's wins [95% CI]) ===
